	PX	PY	PZ	X	Y	Z	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9	Reaction10	Reaction11	Reaction12
20.0	709.0291486101121	305.45866906643295	114.61527981557326	9.00350458249286	0.43599282606576045	1.1922450105906421	3.1203769082567367	0.15110359906592224	0.41320063381378286	62.40753816513474	3.0220719813184447	8.264012676275657	49.14615552939176	21.172781524099136	7.944525805325381	3.2839254008235774	0.12508204734801695	0.535263165838841
22.0	735.2446370290298	271.25865591433086	116.9829123159753	9.165757288868267	0.39298492132812807	1.471344838458604	3.1766094112379037	0.13619819511058193	0.5099292632045048	63.53218822475807	2.723963902211639	10.198585264090097	50.96327471784924	18.802217254949877	8.108637584550957	3.1671929626986053	0.11844218971478386	0.6678185337026875
24.0	757.7030226644324	241.02177228042186	123.15661764890429	8.94664213331227	0.36300302714244737	1.8278912147422757	3.100669885092107	0.12580726239925635	0.633498820934451	62.013397701842145	2.516145247985127	12.66997641868902	52.51997138615996	16.70635619097356	8.53656622906372	2.889809151260435	0.11329137519960826	0.8333305285853335
26.0	771.7694923995433	214.374236446506	133.7352897890223	8.332681883148672	0.3422476870257291	2.2758756593636518	2.8878874769037184	0.11861400965752335	0.7887583982964609	57.75774953807437	2.372280193150467	15.775167965929217	53.494984769892355	14.859289757758669	9.269823905862804	2.490953843991506	0.11029092407697635	1.0383203831609196
28.0	773.8077559436762	190.96150100470624	149.4411128474953	7.395127895240238	0.32957324339149685	2.832077771342247	2.5629560252329866	0.11422138222240633	0.9815233611661859	51.259120504659734	2.284427644448127	19.63046722332372	53.63626643277774	13.236442601690728	10.3584686029982	2.0336229834781654	0.1098696231459024	1.289697067151838
30.0	762.008976082599	170.4683507289245	171.13114271029394	6.264635822312636	0.32492716175170777	3.514688956966855	2.171157328735419	0.11261117302777077	1.2180983705333752	43.42314657470838	2.2522234605554154	24.361967410667507	52.81843733330243	11.81596566824579	11.861906907564187	1.5825547150471324	0.11235528989576284	1.5940197899523656
32.0	736.6444661236799	152.62337875228815	199.78506850371815	5.087588933690921	0.32876696008469675	4.3411735399909785	1.7632239626179202	0.11394194572198581	1.5045360997830919	35.264479252358406	2.2788389144397163	30.090721995661838	51.06030347687148	10.57904646696812	13.848045695132775	1.185078166152897	0.11810736686441717	1.9562553558280995
34.0	699.7157336756148	137.19879909818286	236.45911236736433	3.9856168785193264	0.34193948882245556	5.3248943985001205	1.3813095510689006	0.118507196299697	1.8454677695499022	27.626191021378013	2.37014392599394	36.909355390998044	48.5005987990686	9.50989607711158	16.390096705514587	0.8637606022935288	0.12762173089975481	2.3778823614130187
36.0	654.2459602444699	124.01017769323745	282.19184750566063	3.0344042767201125	0.365748640371595	6.470111224338234	1.051644384543793	0.12675881943360223	2.2423696765296515	21.03288769087586	2.5351763886720446	44.84739353059303	45.34887427361883	8.595730502880535	19.560048347555067	0.620307502404971	0.1416102973790136	2.8542737422648474
38.0	603.5321068757347	112.91761309524574	337.8456046718529	2.2634406192194487	0.4020942965119666	7.765207297986075	0.7844487417884088	0.13935526397325215	2.6912157725312795	15.688974835768176	2.787105279465043	53.82431545062559	41.83365782583191	7.826852515252834	23.417672834286474	0.44430917515662194	0.16106975099646256	3.371512590571161
40.0	550.5850592453927	103.82877608722623	403.871123048787	1.66828883150405	0.45364085462120557	9.174612506143704	0.578184849958339	0.15721993968374634	3.179678395681761	11.56369699916678	3.144398793674927	63.593567913635226	38.163648147437435	7.1968623405850725	27.994213025084544	0.3211265345643398	0.18735179219497577	3.9032143464034474
42.0	497.8285535992676	96.70389742056109	479.99718515841465	1.2256870692984696	0.5240103198355648	10.630944263971875	0.42479076816650824	0.18160813788916846	3.6844045216310137	8.495815363330165	3.632162757783369	73.68809043262029	34.50684583295679	6.703003384622009	33.27086955692651	0.23669206263603038	0.2222438022593373	4.408520793714579
44.0	447.0165784355379	91.56281338013707	564.8755735451604	0.9056802318508539	0.6180076864682659	12.030292988076434	0.31388484959814844	0.21418514271992656	4.1693818329976295	6.277696991962969	4.283702854398531	83.3876366599526	30.98482810061467	6.346650593857844	39.15419111700099	0.1795301859653533	0.26806518845491917	4.833005463078749
46.0	399.28789090263973	88.49427238132735	655.7545026968246	0.6791107720680313	0.7418863248033015	13.234827915571143	0.23536185847342175	0.25711820716669415	4.586841827437098	4.707237169468435	5.142364143333883	91.73683654874196	27.676527581089175	6.133955539682089	45.4534384683793	0.14109927754104662	0.3277815057587141	5.114381173144523
48.0	355.28312502533726	87.66777740972431	748.3010811284282	0.5211854367891406	0.9036592882520907	14.087044188440233	0.1806291080296482	0.3131844439193718	4.882197480820355	3.6125821605929644	6.263688878387436	97.6439496164071	24.626349641183904	6.076667273750727	51.868278459412885	0.11539153246093276	0.40513465874520815	5.194103298441531
50.0	315.2743925309892	89.34820177530845	836.7225385647275	0.41247441768696047	1.1134509179362988	14.437829071446439	0.14295273983641094	0.3858926822297143	5.003770257139756	2.859054796728219	7.717853644594285	100.07540514279512	21.85315562856046	6.193145414865615	57.9971868517101	0.09833644749219139	0.5047819487438685	5.033808182443521
52.0	279.2811064105291	93.913239916827	914.3133383288811	0.33857263131917226	1.3838700138479483	14.185237408849067	0.11734033240682304	0.4796127991800789	4.916228657758597	2.346806648136461	9.592255983601579	98.32457315517195	19.35829114921203	6.509569746559834	63.37537126110152	0.08725141072935959	0.6324276780279892	4.6320533701746776
54.0	247.1622409307726	101.87334573714448	974.4474648622463	0.28922780256454006	1.7303605744975799	13.312879656827755	0.10023871794357973	0.5996972767825424	4.613892499632005	2.0047743588715945	11.993945535650846	92.27784999264011	17.131981044204295	7.061322237191021	67.54355128730523	0.08041487441336413	0.7949167702125959	4.033279773552032
56.0	218.68431965333707	113.89305503182968	1011.8383898123329	0.25735767664671155	2.1714483571306444	11.90990582888191	0.08919337398156309	0.7525666532383157	4.127658823011977	1.783867479631262	15.051333064766315	82.55317646023956	15.158041960038041	7.894464998067143	70.13529270807334	0.07676341762341174	1.000239834247163	3.320778494418177
58.0	193.56896794829868	130.81133252451662	1023.6779230185206	0.23827767650863443	2.7287475468354754	10.156581724351124	0.08258074983116734	0.9457118342744385	3.5200029931803245	1.6516149966233467	18.91423668548877	70.40005986360649	13.417178437726164	9.067150632465816	70.95594661417482	0.07568961083836795	1.2573686829083113	2.592687739809147
60.0	171.52546281248405	153.65660997172392	1010.2020082932968	0.22905318774219027	3.4265042486888997	8.275753587381079	0.0793837856408835	1.1875358795776922	2.8681576330510237	1.5876757128176702	23.750717591553844	57.36315266102048	11.889239094271305	10.65066459762996	70.02186738444931	0.0769148029591792	1.57579233825873	1.9320756473009186
62.0	152.27157261060864	183.64913170146565	974.4417237021253	0.22802778984513555	4.290349208547645	6.472064205890009	0.07902840981023572	1.4869217287611964	2.2430465283578003	1.5805681962047144	29.738434575223927	44.86093056715601	10.554661123447236	12.729587785115298	67.54315334041013	0.08041546747873804	1.9645912077912755	1.3873752412542144
64.0	135.54688839063374	222.17931429241256	921.3031542398132	0.23451749650547765	5.344829169099555	4.887832126584283	0.08127757074737432	1.8523766345679558	1.6939935287961088	1.6255514149474866	37.047532691359116	33.879870575922176	9.395394352164136	15.40029652805277	63.85986838023109	0.08638761533436368	2.430846069644527	0.9709059626734816
66.0	121.12115565733608	270.7459808912446	856.3998359138909	0.2486297448333563	6.609214136890415	3.590370618221418	0.08616850331728977	2.2905790723512616	1.2443276355927217	1.7233700663457954	45.81158144702524	24.88655271185444	8.395478755004476	18.7666813302703	59.361113169571325	0.0952389808519171	2.9772043398159354	0.6701846759232091
68.0	108.80018135805548	330.834491122756	785.0570239594317	0.271189923030484	8.091148517398208	2.585037707367598	0.09398726527242428	2.8041783911631746	0.8959057992514977	1.8797453054484856	56.08356782326349	17.918115985029957	7.541453895274687	22.931699475372255	54.41600627362615	0.10760296546617466	3.5985263839909782	0.4617998140411277
70.0	98.43020826416148	403.713085700336	711.7016209978244	0.30372590435743013	9.778040914144265	1.8390830653230168	0.10526337713418615	3.388810745519444	0.6373776207720954	2.105267542683723	67.77621491038887	12.747552415441907	6.822662134023175	27.983258710834345	49.33139719945847	0.12437155740598703	4.27786064952682	0.3213522914763981
72.0	89.90210878580899	490.1333934363541	639.6350226093062	0.3485280829897476	11.626896295443016	1.3037289465333128	0.12079062903515309	4.029575192924599	0.45183802175197674	2.4158125807030615	80.59150385849199	9.036760435039534	6.2315393231276985	33.97345797586872	44.336121250903744	0.1467473867916006	4.982496660392369	0.22828744407542845
74.0	83.15624969089995	589.9357475196082	571.0820235642248	0.40877636087789787	13.554498192605056	0.9289963307241222	0.1416710910110348	4.697631103054534	0.3219655936959799	2.833421820220696	93.9526220610907	6.439311873919598	5.763952001918613	40.89123001047401	39.58438945020106	0.176313476332629	5.66149909223982	0.1671529828098365
76.0	78.18868828176467	701.6011379845155	507.37010242339164	0.48871076298494937	15.431459845999992	0.671432236764541	0.16937424373615867	5.348136442089451	0.2327006809251996	3.387484874723173	106.96272884178903	4.654013618503993	5.4196268834185615	48.631285067161606	35.168215599518454	0.21512540186661855	6.246656567974434	0.12709945807329776
78.0	75.059202535145	821.8341157263369	449.1516246638971	0.5938734918917672	17.0847281265099	0.4966320604799711	0.20582086825703397	5.921115565761768	0.1721195562486841	4.11641736514068	118.42231131523535	3.4423911249736823	5.202707461231365	56.96520002036862	31.132818227969906	0.26582504460285905	6.658804216504954	0.10082894927243556
80.0	73.90184429765858	945.3144450309624	396.6085957469339	0.7314111006032876	18.313137927226876	0.3790107680617514	0.25348777110670767	6.346849960731355	0.13135512264193117	5.069755422134153	126.9369992146271	2.6271024528386233	5.122485501310211	65.52420423158009	27.49081299278263	0.3317777811017165	6.820641962902161	0.08356452284305557
82.0	74.93843964553469	1064.784587539859	349.6188429557442	0.9104405966853153	18.91862404491916	0.30033978805625494	0.31553466632987026	6.5566954584046515	0.10408983865058233	6.310693326597406	131.13390916809303	2.0817967730116465	5.194336815586399	73.80524347569376	24.233731526540435	0.4172301417431781	6.67544487296924	0.07223483070535602
84.0	78.49548955685256	1171.6282264605816	307.87922474358163	1.142472499085899	18.751409746402448	0.2480455649192965	0.3959507958043328	6.498743398621568	0.08596604198710461	7.919015916086655	129.97486797243135	1.7193208397420925	5.440892727300498	81.21108018356011	21.340561658399533	0.5274809681598579	6.208153868989126	0.06489162252793104
86.0	85.02460829996389	1257.0045761464928	270.9920804009614	1.4418681390273806	17.75992676384448	0.21368635100502717	0.4997134176530221	6.155121581654957	0.07405804586163871	9.994268353060441	123.10243163309914	1.4811609172327742	5.8934567521333685	87.12891779068904	18.78373964840004	0.6690472277919057	5.461079464427165	0.06031750484063385
88.0	95.12623174530754	1313.4148431890023	238.52127400362036	1.8262842588630421	16.026315613178905	0.19160571674261928	0.6329418924659634	5.554297741019394	0.06640548116965703	12.65883784931927	111.0859548203879	1.3281096233931406	6.593647933155188	91.03897954620396	16.533034857917563	0.8497988373657773	4.532958038578419	0.05777155911422861
90.0	109.57553276693329	1336.2912971293263	210.0285476578454	2.317030388801478	13.763811575818849	0.1782171223880032	0.8030215406347292	4.770173593768586	0.061765347955375555	16.060430812694584	95.40347187537174	1.2353069591075112	7.595197159575371	92.62465450119846	14.558069564613563	1.0790026605274026	3.5541209710673027	0.05682967941245423
92.0	129.3481708930069	1325.0212336486393	185.09555486475475	2.939176003329663	11.264814464386461	0.171303177968565	1.018640779938702	3.904087192760183	0.05936915741493468	20.372815598774043	78.08174385520365	1.1873831482986938	8.96573199650737	91.84347322856148	12.82984619886834	1.3671866338022998	2.645903801830627	0.05728760661654112
94.0	155.64124208829566	1282.9297515488938	163.33606272780327	3.72117946939525	8.81889893691319	0.16959661303806303	1.2896625287844354	3.0563974668822382	0.058777707079924725	25.79325057568871	61.127949337644765	1.1755541415984945	10.788228813235001	88.92591401425868	11.32159313635392	1.7256950605791355	1.8868632129575054	0.05910576352046938
96.0	189.88167322266625	1216.2272019546572	144.4021999611881	4.693692349414979	6.641764525941048	0.17251933900838134	1.6267098092063892	2.3018601775495497	0.05979064671286246	32.53419618412779	46.037203550990995	1.1958129342572492	13.161594643429597	84.30244559551818	10.009197776975096	2.1657567220521075	1.3034546952343875	0.06238230773418491
98.0	233.7101198959362	1132.4333624078383	127.98731047985991	5.887080346048042	4.845573480118254	0.18002861824501262	2.0403065717965334	1.679347797970005	0.06239316457831661	40.80613143593067	33.5869559594001	1.2478632915663324	16.199551067419495	78.49429923250118	8.871404340656524	2.696851806295482	0.882928524530373	0.06734563964969267
100.0	288.92338089960043	1038.908919828576	113.8269731501099	7.327124234669258	3.4505151653853887	0.19254160961616304	2.5393877524367214	1.1958574291831077	0.06672983692295853	50.78775504873443	23.917148583662154	1.3345967384591706	20.026642686840518	72.01167886377557	7.8898845510671265	3.3241804053170405	0.593632448251816	0.0743617279994842
102.0	357.35383569026845	941.8900721075523	101.6993197435534	9.028429275140239	2.4171495440903517	0.21091834186632472	3.1290151484741635	0.8377201957389923	0.07309872699651082	62.58030296948327	16.754403914779843	1.4619745399302164	24.76988036709915	65.28684478787534	7.049259674510842	4.045155088233084	0.4008534095757402	0.08395401101458377
104.0	440.6629454261492	846.0864181043424	91.42541257841695	10.98540645752107	1.6791940540307675	0.23649186340357903	3.8072517566678727	0.5819643120822254	0.08196183417177925	76.14503513335745	11.639286241644509	1.6392366834355852	30.54442781993763	58.6462415219088	6.337126696025947	4.845131724899284	0.27492318716800546	0.0968355743369902
106.0	540.0314533758241	754.6962378191627	82.87024239057503	13.161435190132392	1.1665636400872244	0.27114011660657417	4.561405847081358	0.40430014903510314	0.09397000368127084	91.22811694162715	8.086002980702064	1.8794000736254168	37.4321279321142	52.311556942355054	5.744127486534634	5.693079992027522	0.19352812021105925	0.113954516660525
108.0	655.7465593382291	669.644171303835	75.94479998538927	15.478001191785099	0.8176087127426982	0.31739928960066055	5.364266443394657	0.2833615870194237	0.11000221134921372	107.28532886789314	5.667231740388475	2.200044226984274	45.45288787671783	46.41619693176543	5.264092398806154	6.538485490711685	0.14110195917219798	0.13655447901909024
110.0	786.7185462205575	591.890423669173	70.60963698524299	17.80695692305304	0.5834200644815046	0.3786215761885607	6.171420992783307	0.2021979863887282	0.13122023901713167	123.42841985566614	4.043959727774564	2.624404780342634	54.531174220699846	41.02671783667187	4.894287079668241	7.3112075094028235	0.10727636636643455	0.16625271419356003
112.0	930.0029255595473	521.7228115491141	66.88033035697254	19.969992881163456	0.42769358349324577	0.45918272790631565	6.921072130690314	0.14822730077096144	0.1591406066050436	138.42144261380628	2.9645460154192285	3.182812132100872	64.46289057641009	36.16306958590761	4.635791242185323	7.925960655872838	0.08533952552480402	0.20513853038506955
114.0	1080.4479607628555	458.99449849259366	64.83529299635111	21.749309682071974	0.3246920773562283	0.5647460333154833	7.537736342626655	0.11252969898481065	0.1957260603625201	150.75472685253308	2.250593979696213	3.9145212072504023	74.89094577445157	31.815074252266733	4.494040054119874	8.292436119457898	0.07102080499351977	0.25589464364597625
116.0	1230.6159012951996	403.30099894453815	64.62639644372682	22.912185363941767	0.25678903153386157	0.7025884799030047	7.94075834274154	0.08899629660320751	0.24349861196933273	158.8151668548308	1.7799259320641503	4.869972239386655	85.29979423350035	27.954695033541608	4.479560448471852	8.331118263112204	0.06163028353605522	0.3219421914102131
118.0	1371.129990800428	354.10169674202007	66.49287615989277	23.250036086289622	0.2120547587326592	0.8819926283421891	8.057848480564319	0.07349257906993108	0.30567535180502203	161.15696961128637	1.4698515813986217	6.11350703610044	95.03948873045003	24.544459272822397	4.608934963755128	7.9937253505838335	0.05548472839255804	0.4076104482808167
120.0	1491.565066534814	310.80062031663056	70.77896424885317	22.629046276534083	0.18268494364041987	1.1147040319570227	7.842629812670064	0.06331377680755478	0.3863269784549067	156.8525962534013	1.2662755361510956	7.726539569098135	103.38741204903134	21.543057368875452	4.906023951204574	7.284834149619856	0.05153823428448202	0.5183243633122098
122.0	1581.8992897417988	272.79718672645856	77.95542778984216	21.04206274208714	0.16361748601571147	1.4154336150081204	7.292623231421586	0.05670549956104834	0.49055190975632484	145.85246462843173	1.134109991220967	9.811038195126498	109.64890326143077	18.908860084412968	5.40345849818735	6.27615027689302	0.04915011873007344	0.6607954373072829
124.0	1634.3510826826332	239.51598659756218	88.64503111185763	18.640264144759694	0.15161998030124102	1.8023710674540565	6.460223268416411	0.05254748093117983	0.6246542118642991	129.20446536832821	1.0509496186235967	12.493084237285982	113.28458450065612	16.601983080913385	6.144405338583275	5.100024993602507	0.04794138432914657	0.843188084161347
126.0	1645.0933237571605	210.42284983105696	103.65096240137883	15.716708570103487	0.14467774383076878	2.297628745592167	5.44699611652478	0.0501414851130357	0.7962974434903473	108.93992233049562	1.002829702260714	15.925948869806945	114.0291799120265	14.585400508578589	7.184537235084063	3.914790740750282	0.047707977609166057	1.0752119623483363
128.0	1615.1464203870528	185.03242741403508	123.98616982535864	12.633145938815524	0.14159344739144622	2.927483575367548	4.378314744546151	0.04907254942257194	1.014588493200782	87.56629489092303	0.9814509884514389	20.291769864015638	111.95341874827737	12.825470537420115	8.59406640428739	2.8552644785040795	0.04837031662586874	1.368058461296931
130.0	1549.9794765154008	162.91064583077033	150.899548616355	9.720106398422125	0.1417341168789555	3.722199910420581	3.36873217240449	0.04912130175190088	1.2900161866942532	67.3746434480898	0.9824260350380177	25.800323733885065	107.436390407243	11.292105484079826	10.459559667119485	1.997610762320154	0.049946453575504285	1.7340585288028438
132.0	1457.980534565625	143.6742825474071	185.89193787862152	7.201576871363432	0.14487967721201875	4.715109648753408	2.4958763519856375	0.050211469889972875	1.6341324795322094	49.91752703971275	1.0042293977994576	32.68264959064419	101.05950968454448	9.958742386670819	12.8850472629391	1.3562597793773046	0.05254117276386372	2.185892203247782
134.0	1348.500820183031	126.98912154425635	230.71085280874297	5.174221050056635	0.15114060646477434	5.940511387523379	1.7932483662203378	0.05238134261958929	2.0588243596730393	35.864967324406756	1.0476268523917858	41.17648719346079	93.47095414926417	8.80221515601855	15.991657714896071	0.9045976397932709	0.05634646435052454	2.7351426665161513
136.0	1230.2120221167895	112.56762805891321	287.307989501145	3.6324021913223206	0.16092543786700503	7.4298631820066845	1.2588946687874167	0.055772506768944595	2.5749943582770385	25.177893375748337	1.115450135378892	51.49988716554077	85.27179946212017	7.802593401135628	19.9146722875065	0.599867467383214	0.061651033481776404	3.3899900374893277
138.0	1110.1487027168284	100.16675303463234	357.73881352482704	2.51083387390838	0.17494431931035115	9.20577270589403	0.8701887102769994	0.060631080842474344	3.190477697983073	17.40377420553999	1.212621616849487	63.809553959661464	76.94964432904504	6.943030245179974	24.796564997159386	0.4000655075851324	0.06885804597665167	4.151932451225835
140.0	993.4109304387019	89.58627581135046	443.9812723680379	1.7223365540486	0.19424353044886145	11.273548140489336	0.5969163632070594	0.0673196777363191	3.9071140542434986	11.93832726414119	1.346393554726382	78.14228108486998	68.85799855710181	6.209647449550319	30.774436716332257	0.2713051125739341	0.07851156750731422	5.011663250068535
142.0	883.3065823168849	80.66799846239537	547.6537874077425	1.182057568255139	0.22026873205803296	13.610679906442247	0.4096699353477974	0.0763393252957698	4.7171022013271715	8.193398706955948	1.5267865059153958	94.34204402654343	61.226146710299	5.591479569562336	37.96046786646524	0.18903176301596647	0.09133298569659337	5.944650544750689
144.0	781.7015964172879	73.29606140469765	669.6270933850687	0.8187710558391682	0.25495808476497794	16.15568052296494	0.2837644244395045	0.088361738807904	5.599132202260185	5.67528848879009	1.76723477615808	111.9826440452037	54.18342575958513	5.08049583088148	46.415013180641154	0.13655989481464836	0.10826886789938808	6.907488522251324
146.0	689.406018292226	67.3986360171164	809.5523410606174	0.5776437303024287	0.30086900894310653	18.79886166726713	0.20019606151362893	0.10427325263338963	6.515188981201321	4.003921230272579	2.0854650526677925	130.30377962402642	47.78598378403145	4.671717452885021	56.113892272187016	0.10298907951901005	0.13055345963352963	7.8364966442029855
148.0	606.5173370094589	62.95128387722313	965.3623046455223	0.418904800190654	0.36134496959954343	21.378496961166988	0.14518134058758952	0.12523262344372132	7.409222446621128	2.9036268117517907	2.504652468874427	148.18444893242255	42.040578210883254	4.3634504932125955	66.91381596838947	0.08136662851753898	0.1597882701304546	8.650019971324312
150.0	532.6902536310296	59.982407282170996	1132.8391815724915	0.31483598359534104	0.440730958992097	23.685879098117393	0.10911383718396392	0.15274571080542645	8.208900157971906	2.1822767436792785	3.0549142161085294	164.1780031594381	36.92327474161103	4.157663649083515	78.52242847348084	0.06731892095308825	0.19804101410215216	9.255283246412716
152.0	467.32702759702363	58.581037574313555	1305.3827820728054	0.246680864943615	0.544639698739791	25.48147987346861	0.08549307301687768	0.18875773580125207	8.83120796539488	1.709861460337554	3.775154716025041	176.6241593078976	32.392641157833665	4.0605281028911655	90.48223949452625	0.0581140475039099	0.24796903533510478	9.559908025797117
154.0	409.70899722086546	58.90754999231849	1474.0923047195188	0.2020069170605964	0.6802851336083341	26.523203208343666	0.07001026250707955	0.23576886116873122	9.192241761640954	1.4002052501415911	4.715377223374625	183.8448352328191	28.398863627368534	4.083160219086959	102.17629249014462	0.05205147795833623	0.3129669903695186	9.48780265452368
156.0	359.0799978306702	61.2077199090512	1628.2856264250404	0.17269806232467066	0.856881628943504	26.60673865065621	0.059852587494255594	0.2969725425879015	9.221192939798838	1.1970517498851119	5.93945085175803	184.42385879597677	24.88952880918003	4.242595848346167	112.8641591102801	0.04807521786680144	0.39734005876975553	8.999051089864993
158.0	314.69704083557116	65.8305910960323	1756.5461186673965	0.1535199944159198	1.08611138669062	25.61625723550223	0.053205975644486675	0.3764175227293279	8.877918239643334	1.0641195128897336	7.528350454586557	177.55836479286668	21.81313665857341	4.563028861280942	121.7544989677821	0.045533254634527176	0.5064979191092621	8.111343666576248
160.0	275.85898206255763	73.25046722055737	1848.3153507649113	0.14113474035585702	1.3826470872294527	23.576376655492794	0.04891357367836111	0.47918896511125797	8.170949503287071	0.9782714735672222	9.583779302225159	163.41899006574144	19.121087564879833	5.077335482862803	128.11545741683645	0.04402979197822709	0.6471573290883358	6.91408564245885
162.0	241.92100763887052	84.09301752245855	1895.8394239675572	0.13344434052830287	1.764696122079584	20.682083138959158	0.04624828419943719	0.6115970707822663	7.1678638079379615	0.9249656839887438	12.231941415645327	143.35727615875925	16.768686436310407	5.828883800047022	131.4095751517503	0.04333553174020123	0.8275281956493256	5.559752659571994
164.0	212.30036599057541	99.1648388632405	1895.929541957259	0.12916408768081564	2.254498371905699	17.275798069391293	0.04476486160277746	0.7813495950317111	5.98733536186076	0.8952972320555492	15.626991900634223	119.7467072372152	14.715540011821183	6.873582846873644	131.41582165479826	0.04333426459599142	1.0574376460660264	4.223930719605202
166.0	186.47693294866838	119.48468590115202	1850.7738681531712	0.12755214988365568	2.8786551077871674	13.762530597181273	0.04420620653310774	0.9976658358835803	4.7697296404030896	0.8841241306621549	19.953316717671605	95.3945928080618	12.925596031283545	8.282047315247416	128.28586885643944	0.04399256054186652	1.3483170945226313	3.0502958885983955
168.0	163.99094696918266	146.31273810779308	1767.314243487387	0.12824437706898276	3.6680889048624303	10.499246314653853	0.04444611419401595	1.2712627412243054	3.638761490503357	0.888922283880319	25.42525482448611	72.77522981006715	11.366986252904447	10.141626189942244	122.50088850367149	0.04534464179110812	1.7129378568159446	2.1141974267166397
170.0	144.43940189114517	181.17150917632577	1655.428824686605	0.13116069721375348	4.657333184828237	7.716406678133067	0.045456833736994946	1.6141086829959814	2.6743027665009342	0.909136674739899	32.28217365991963	53.48605533001869	10.01177641826121	12.557852078336046	114.74558224491841	0.04748768058399338	2.164735043558921	1.4230174237000126
172.0	127.47200359254398	225.848164599276	1525.741487168348	0.1364542087159651	5.882735321575398	5.502017882126731	0.04729142502350476	2.038800701065195	1.9068540911932725	0.9458285004700951	40.7760140213039	38.13708182386545	8.835685989049908	15.65460185266266	105.75634100940783	0.050584788941328895	2.716520248527283	0.9415068596387867
174.0	112.78721918162874	282.3633040428425	1387.8640181736787	0.14449432837285514	7.379067895533735	3.834518397259831	0.050077918159273725	2.557390053474809	1.328942807932946	1.0015583631854745	51.147801069496175	26.578856158658922	7.8178142978942535	19.57193280908869	96.1994031197682	0.054874381404909925	3.378379625311726	0.6196049267385401
176.0	100.12883047424845	352.8865600054361	1249.432640614294	0.15588088813884476	9.174048307209912	2.6318689372453585	0.054024199058310234	3.1794828592316446	0.91213626672746	1.0804839811662046	63.58965718463289	18.2427253345492	6.940401653599004	24.460232412526597	86.60407121413652	0.060685707232521216	4.15462552155016	0.4101824228011245
